RecordID,ProductionDate,ProductionLine,Shift,MachineID,OperatorID,UnitsProduced,DefectiveUnits,DowntimeMinutes,CycleTimeSeconds,ProcessTempC
5871,2025-06-15,Line-A,Morning,M-101,OP-017,433,6,29,27.26,74.7
5872,2025-06-15,Line-A,Afternoon,M-102,OP-012,379,6,23,34.24,66.7
5873,2025-06-15,Line-A,Night,M-102,OP-002,540,14,1,31.57,70.8
5874,2025-06-15,Line-B,Afternoon,M-202,OP-010,443,15,0,30.72,63.0
5875,2025-06-15,Line-B,Night,M-202,OP-015,486,4,7,22.07,71.2
5876,2025-06-15,Line-C,Morning,M-301,OP-007,501,14,6,35.67,68.2
5877,2025-06-15,Line-C,Afternoon,M-301,OP-004,486,19,4,36.14,69.9
5878,2025-06-15,Line-C,Night,M-301,OP-005,445,2,0,35.65,74.9
5879,2025-06-15,Line-D,Morning,M-402,OP-010,485,9,23,30.37,72.4
5880,2025-06-15,Line-D,Afternoon,M-402,OP-020,497,10,1,25.27,55.4
5881,2025-06-15,Line-D,Night,M-401,OP-015,554,9,5,20.24,65.4
5882,2025-06-16,Line-A,Morning,M-102,OP-007,433,4,16,30.61,62.6
5883,2025-06-16,Line-A,Afternoon,M-102,OP-006,402,2,39,37.46,64.6
5884,2025-06-16,Line-A,Night,M-101,OP-007,361,7,12,31.58,71.0
5885,2025-06-16,Line-B,Morning,M-202,OP-006,507,3,16,34.27,65.1
5886,2025-06-16,Line-B,Afternoon,M-202,OP-012,497,6,41,23.37,72.6
5887,2025-06-16,Line-B,Night,M-201,OP-003,379,24,17,42.95,61.5
5888,2025-06-16,Line-C,Morning,M-302,OP-008,399,11,27,31.2,71.0
5889,2025-06-16,Line-C,Afternoon,M-302,OP-011,542,6,0,29.93,65.7
5890,2025-06-16,Line-C,Night,M-301,OP-002,503,12,1,33.52,70.6
5891,2025-06-16,Line-D,Morning,M-401,OP-011,523,7,23,32.6,70.6
5892,2025-06-16,Line-D,Afternoon,M-401,OP-009,580,12,2,24.45,72.5
5893,2025-06-16,Line-D,Night,M-401,OP-011,501,17,0,34.55,67.0
5894,2025-06-17,Line-A,Morning,M-102,OP-001,458,5,25,33.07,63.4
5895,2025-06-17,Line-A,Night,M-101,OP-017,489,12,14,35.54,66.8
5896,2025-06-17,Line-B,Afternoon,M-202,OP-016,344,7,14,31.56,72.4
5897,2025-06-17,Line-B,Night,M-201,OP-014,362,15,21,35.96,67.7
5898,2025-06-17,Line-C,Morning,M-301,OP-009,522,11,1,29.27,71.7
5899,2025-06-17,Line-C,Afternoon,M-303,OP-012,520,21,25,33.42,66.3
5900,2025-06-17,Line-C,Night,M-302,OP-002,375,15,0,35.54,75.3
5901,2025-06-17,Line-D,Morning,M-401,OP-018,492,8,0,27.48,74.4
5902,2025-06-17,Line-D,Afternoon,M-401,OP-016,501,9,31,33.48,67.4
5903,2025-06-17,Line-D,Night,M-401,OP-015,492,5,3,28.97,70.2
5904,2025-06-18,Line-A,Morning,M-101,OP-001,405,8,6,25.5,66.5
5905,2025-06-18,Line-A,Afternoon,M-102,OP-008,340,4,0,28.6,58.9
5906,2025-06-18,Line-A,Night,M-101,OP-005,491,13,10,32.49,65.9
5907,2025-06-18,Line-B,Morning,M-202,OP-018,386,7,22,23.38,66.1
5908,2025-06-18,Line-B,Afternoon,M-202,OP-019,465,22,15,20.47,59.4
5909,2025-06-18,Line-B,Night,M-201,OP-020,523,37,30,40.3,69.7
5910,2025-06-18,Line-C,Afternoon,M-302,OP-016,432,0,27,26.93,72.2
5911,2025-06-18,Line-C,Night,M-301,OP-016,434,8,24,35.35,68.9
5912,2025-06-18,Line-D,Morning,M-402,OP-005,490,12,18,23.54,62.9
5913,2025-06-18,Line-D,Afternoon,M-401,OP-002,353,9,6,34.1,69.6
5914,2025-06-18,Line-D,Night,M-402,OP-009,419,7,5,26.95,71.7
5915,2025-06-19,Line-A,Morning,M-101,OP-007,630,18,11,36.3,74.9
5916,2025-06-19,Line-A,Afternoon,M-101,OP-019,396,12,23,35.94,71.3
5917,2025-06-19,Line-A,Night,M-101,OP-008,466,18,17,27.83,70.0
5918,2025-06-19,Line-B,Morning,M-201,OP-005,538,25,40,42.44,65.4
5919,2025-06-19,Line-B,Afternoon,M-202,OP-001,430,2,34,28.88,54.3
5920,2025-06-19,Line-B,Night,M-201,OP-019,503,25,7,37.84,64.5
5921,2025-06-19,Line-C,Morning,M-301,OP-017,435,13,9,27.86,72.5
5922,2025-06-19,Line-C,Afternoon,M-301,OP-019,509,0,2,31.61,64.3
5923,2025-06-19,Line-C,Night,M-301,OP-006,601,11,0,24.39,71.7
5924,2025-06-19,Line-D,Morning,M-401,OP-004,441,10,0,30.35,65.5
5925,2025-06-19,Line-D,Night,M-401,OP-001,461,5,27,27.54,67.4
5926,2025-06-20,Line-A,Afternoon,M-102,OP-014,474,16,25,33.95,61.7
5927,2025-06-20,Line-A,Night,M-101,OP-001,440,13,0,30.42,63.7
5928,2025-06-20,Line-B,Morning,M-202,OP-013,422,15,22,34.92,71.1
5929,2025-06-20,Line-B,Afternoon,M-201,OP-010,471,18,28,41.04,75.1
5930,2025-06-20,Line-B,Night,M-202,OP-003,399,5,0,35.28,75.4
5931,2025-06-20,Line-C,Morning,M-303,OP-008,498,24,36,44.19,71.1
5932,2025-06-20,Line-C,Afternoon,M-302,OP-011,505,12,23,21.11,68.0
5933,2025-06-20,Line-C,Night,M-303,OP-003,498,24,32,42.8,65.1
5934,2025-06-20,Line-D,Morning,M-401,OP-016,373,10,0,29.2,65.0
5935,2025-06-20,Line-D,Afternoon,M-401,OP-007,575,10,7,33.74,76.6
5936,2025-06-20,Line-D,Night,M-402,OP-019,504,7,22,22.14,68.2
5937,2025-06-21,Line-A,Morning,M-101,OP-002,599,12,13,30.1,66.4
5938,2025-06-21,Line-A,Night,M-101,OP-015,498,13,7,17.55,69.9
5939,2025-06-21,Line-B,Morning,M-202,OP-006,607,9,0,33.39,75.0
5940,2025-06-21,Line-B,Night,M-202,OP-011,511,18,23,33.53,65.9
5941,2025-06-21,Line-C,Morning,M-303,OP-013,497,22,34,40.73,68.9
5942,2025-06-21,Line-C,Afternoon,M-301,OP-011,402,10,0,28.75,69.3
5943,2025-06-21,Line-D,Morning,M-402,OP-014,424,0,6,22.84,70.8
5944,2025-06-21,Line-D,Afternoon,M-402,OP-014,410,13,11,30.3,60.1
5945,2025-06-21,Line-D,Night,M-401,OP-001,488,8,0,30.44,66.4
5946,2025-06-22,Line-A,Morning,M-102,OP-012,466,9,4,31.23,67.7
5947,2025-06-22,Line-A,Afternoon,M-101,OP-003,508,6,0,26.46,73.8
5948,2025-06-22,Line-A,Night,M-101,OP-010,537,16,31,27.67,69.2
5949,2025-06-22,Line-B,Afternoon,M-202,OP-004,484,12,7,30.46,68.3
5950,2025-06-22,Line-B,Night,M-202,OP-020,511,13,13,30.62,68.9
5951,2025-06-22,Line-C,Morning,M-303,OP-020,578,16,20,45.37,69.1
5952,2025-06-22,Line-C,Night,M-301,OP-014,495,12,15,27.2,70.5
5953,2025-06-22,Line-D,Morning,M-401,OP-010,481,7,22,33.26,68.9
5954,2025-06-22,Line-D,Afternoon,M-402,OP-018,583,18,27,42.83,67.4
5955,2025-06-22,Line-D,Night,M-402,OP-006,452,12,8,30.06,64.1
5956,2025-06-23,Line-A,Morning,M-102,OP-001,516,2,10,29.92,66.3
5957,2025-06-23,Line-A,Afternoon,M-102,OP-018,374,0,0,32.7,69.2
5958,2025-06-23,Line-A,Night,M-101,OP-016,479,4,17,21.0,58.4
5959,2025-06-23,Line-B,Morning,M-202,OP-020,465,6,27,30.79,74.6
5960,2025-06-23,Line-C,Morning,M-302,OP-006,447,10,8,36.91,67.2
5961,2025-06-23,Line-C,Afternoon,M-301,OP-019,531,4,5,29.58,73.1
5962,2025-06-23,Line-C,Night,M-302,OP-001,348,5,6,19.62,66.1
5963,2025-06-23,Line-D,Morning,M-401,OP-005,387,0,8,28.52,67.0
5964,2025-06-23,Line-D,Night,M-402,OP-012,495,5,38,29.83,73.1
5965,2025-06-24,Line-A,Morning,M-101,OP-013,379,4,22,28.87,63.7
5966,2025-06-24,Line-A,Night,M-101,OP-019,369,9,21,31.22,66.0
5967,2025-06-24,Line-B,Morning,M-201,OP-003,413,18,15,38.24,73.0
5968,2025-06-24,Line-B,Afternoon,M-202,OP-011,368,9,34,34.08,69.6
5969,2025-06-24,Line-B,Night,M-201,OP-015,452,17,1,42.19,66.4
5970,2025-06-24,Line-C,Morning,M-302,OP-003,438,8,12,26.82,74.5
5971,2025-06-24,Line-C,Afternoon,M-301,OP-016,523,14,10,32.56,64.4
5972,2025-06-24,Line-C,Night,M-303,OP-006,519,22,19,41.89,66.8
5973,2025-06-24,Line-D,Morning,M-401,OP-018,619,14,35,35.66,68.2
5974,2025-06-24,Line-D,Afternoon,M-401,OP-009,453,0,0,33.31,66.8
5975,2025-06-24,Line-D,Night,M-402,OP-005,502,0,18,35.48,60.9
5976,2025-06-25,Line-A,Morning,M-101,OP-006,502,16,37,27.48,71.1
5977,2025-06-25,Line-A,Afternoon,M-102,OP-011,565,12,31,29.82,69.6
5978,2025-06-25,Line-A,Night,M-101,OP-015,442,7,18,26.52,67.1
5979,2025-06-25,Line-B,Afternoon,M-202,OP-012,525,20,0,39.88,67.0
5980,2025-06-25,Line-B,Night,M-201,OP-004,537,30,58,38.36,67.1
5981,2025-06-25,Line-C,Morning,M-302,OP-010,476,7,31,29.62,61.5
5982,2025-06-25,Line-C,Afternoon,M-301,OP-011,442,1,8,33.36,65.4
5983,2025-06-25,Line-C,Night,M-303,OP-005,455,19,37,44.58,71.2
5984,2025-06-25,Line-D,Afternoon,M-401,OP-012,615,12,23,22.06,66.5
5985,2025-06-25,Line-D,Night,M-401,OP-019,463,4,3,29.46,66.0
5986,2025-06-26,Line-A,Afternoon,M-101,OP-013,636,15,42,37.46,65.4
5987,2025-06-26,Line-A,Night,M-102,OP-014,482,7,9,25.12,66.2
5988,2025-06-26,Line-B,Morning,M-201,OP-015,501,24,38,41.7,71.4
5989,2025-06-26,Line-B,Afternoon,M-201,OP-009,464,27,7,45.28,70.0
5990,2025-06-26,Line-B,Night,M-202,OP-006,439,6,18,34.58,61.0
5991,2025-06-26,Line-C,Morning,M-303,OP-020,517,21,51,32.8,77.8
5992,2025-06-26,Line-C,Afternoon,M-303,OP-009,426,25,33,37.91,69.1
5993,2025-06-26,Line-D,Morning,M-401,OP-006,541,1,22,29.94,70.3
5994,2025-06-26,Line-D,Afternoon,M-402,OP-008,480,6,0,33.36,70.7
5995,2025-06-26,Line-D,Night,M-402,OP-003,519,12,26,37.03,60.5
5996,2025-06-27,Line-A,Morning,M-102,OP-001,339,12,0,24.57,66.8
5997,2025-06-27,Line-A,Afternoon,M-101,OP-012,380,5,0,28.83,69.1
5998,2025-06-27,Line-A,Night,M-101,OP-003,459,6,15,35.22,74.4
5999,2025-06-27,Line-B,Morning,M-202,OP-001,466,17,25,23.84,63.0
6000,2025-06-27,Line-B,Afternoon,M-202,OP-004,445,14,4,20.54,67.1
6001,2025-06-27,Line-B,Night,M-201,OP-011,361,12,26,42.75,72.1
6002,2025-06-27,Line-C,Morning,M-301,OP-002,521,3,6,30.38,67.0
6003,2025-06-27,Line-C,Afternoon,M-301,OP-015,463,0,0,27.99,55.6
6004,2025-06-27,Line-D,Morning,M-401,OP-002,518,2,22,32.99,65.8
6005,2025-06-28,Line-A,Morning,M-102,OP-001,540,14,7,27.89,72.4
6006,2025-06-28,Line-A,Night,M-101,OP-017,493,14,0,30.49,61.7
6007,2025-06-28,Line-B,Morning,M-202,OP-018,478,12,38,25.31,65.9
6008,2025-06-28,Line-B,Afternoon,M-202,OP-008,474,4,26,29.65,68.5
6009,2025-06-28,Line-B,Night,M-201,OP-019,517,23,22,41.68,64.6
6010,2025-06-28,Line-C,Morning,M-302,OP-019,486,14,0,22.34,68.2
6011,2025-06-28,Line-C,Afternoon,M-301,OP-014,433,8,16,19.28,70.8
6012,2025-06-28,Line-C,Night,M-303,OP-009,409,18,25,39.24,74.8
6013,2025-06-28,Line-D,Morning,M-402,OP-004,499,13,14,33.1,69.7
6014,2025-06-28,Line-D,Afternoon,M-401,OP-020,495,14,14,41.43,71.8
6015,2025-06-28,Line-D,Night,M-401,OP-016,411,7,17,30.22,70.7
6016,2025-06-29,Line-A,Morning,M-102,OP-018,527,2,31,27.52,65.6
6017,2025-06-29,Line-A,Afternoon,M-101,OP-002,444,12,7,26.68,66.3
6018,2025-06-29,Line-A,Night,M-101,OP-005,372,4,0,28.65,70.7
6019,2025-06-29,Line-B,Morning,M-202,OP-008,513,16,27,27.36,68.1
6020,2025-06-29,Line-B,Afternoon,M-201,OP-015,478,11,16,41.16,67.3
6021,2025-06-29,Line-B,Night,M-201,OP-012,510,25,8,44.59,68.7
6022,2025-06-29,Line-C,Morning,M-303,OP-008,517,29,32,48.23,64.4
6023,2025-06-29,Line-C,Afternoon,M-301,OP-014,423,9,6,31.31,76.0
6024,2025-06-29,Line-C,Night,M-302,OP-009,503,10,0,21.5,67.7
6025,2025-06-29,Line-D,Morning,M-402,OP-002,544,8,18,37.13,73.6
6026,2025-06-29,Line-D,Afternoon,M-402,OP-007,505,10,0,26.85,66.9
6027,2025-06-29,Line-D,Night,M-401,OP-009,428,9,40,37.59,69.0
6028,2025-06-30,Line-A,Morning,M-101,OP-018,526,6,33,22.19,71.7
6029,2025-06-30,Line-A,Afternoon,M-101,OP-011,509,5,8,24.33,63.6
6030,2025-06-30,Line-A,Night,M-102,OP-010,384,10,30,19.19,75.4
6031,2025-06-30,Line-B,Morning,M-201,OP-018,479,23,12,48.6,68.8
6032,2025-06-30,Line-B,Night,M-202,OP-015,548,17,32,26.76,67.2
6033,2025-06-30,Line-C,Morning,M-303,OP-002,443,24,39,47.35,72.5
6034,2025-06-30,Line-C,Afternoon,M-302,OP-020,376,12,26,28.15,69.4
6035,2025-06-30,Line-C,Night,M-301,OP-012,472,11,6,32.39,68.3
6036,2025-06-30,Line-D,Morning,M-401,OP-007,454,9,52,26.57,67.0
6037,2025-06-30,Line-D,Afternoon,M-401,OP-020,439,5,24,33.58,68.0
6038,2025-07-01,Line-A,Morning,M-102,OP-004,541,14,9,22.33,71.3
6039,2025-07-01,Line-A,Night,M-102,OP-001,490,9,5,33.72,69.4
6040,2025-07-01,Line-B,Morning,M-201,OP-008,465,15,51,45.02,69.0
6041,2025-07-01,Line-B,Afternoon,M-201,OP-004,320,14,31,38.91,71.0
6042,2025-07-01,Line-B,Night,M-202,OP-004,522,12,27,24.89,66.2
6043,2025-07-01,Line-C,Morning,M-303,OP-001,484,19,45,39.39,73.2
6044,2025-07-01,Line-C,Afternoon,M-302,OP-015,424,17,42,29.53,72.6
6045,2025-07-01,Line-C,Night,M-301,OP-006,455,13,9,23.57,53.9
6046,2025-07-01,Line-D,Morning,M-401,OP-013,463,10,31,30.18,72.0
6047,2025-07-01,Line-D,Afternoon,M-402,OP-008,452,7,27,17.68,68.1
6048,2025-07-01,Line-D,Night,M-402,OP-003,456,14,4,32.58,71.7
6049,2025-07-02,Line-A,Morning,M-101,OP-003,390,6,5,34.73,70.7
6050,2025-07-02,Line-A,Afternoon,M-101,OP-015,466,4,27,29.66,61.5
6051,2025-07-02,Line-A,Night,M-102,OP-002,388,9,0,39.3,64.3
6052,2025-07-02,Line-B,Afternoon,M-201,OP-003,479,22,24,30.8,68.8
6053,2025-07-02,Line-B,Night,M-202,OP-007,434,8,10,31.32,74.2
6054,2025-07-02,Line-C,Morning,M-301,OP-012,447,6,0,29.02,69.6
6055,2025-07-02,Line-C,Afternoon,M-303,OP-019,450,22,32,35.49,69.2
6056,2025-07-02,Line-C,Night,M-303,OP-020,467,22,26,38.72,68.6
6057,2025-07-02,Line-D,Morning,M-402,OP-010,466,16,23,32.73,67.3
6058,2025-07-02,Line-D,Night,M-401,OP-015,358,4,2,28.63,67.9
6059,2025-07-03,Line-A,Morning,M-101,OP-015,519,11,29,28.44,69.0
6060,2025-07-03,Line-A,Afternoon,M-101,OP-012,500,10,31,34.02,62.7
6061,2025-07-03,Line-A,Night,M-102,OP-001,473,8,44,28.35,64.1
6062,2025-07-03,Line-B,Morning,M-201,OP-002,506,25,33,40.9,71.8
6063,2025-07-03,Line-B,Night,M-201,OP-010,428,18,27,47.47,69.1
6064,2025-07-03,Line-C,Morning,M-301,OP-007,416,3,40,35.42,71.4
6065,2025-07-03,Line-C,Afternoon,M-303,OP-004,480,29,18,45.76,66.2
6066,2025-07-03,Line-D,Morning,M-401,OP-007,465,12,9,27.83,66.0
6067,2025-07-03,Line-D,Afternoon,M-402,OP-003,360,9,0,39.29,66.8
6068,2025-07-04,Line-A,Morning,M-101,OP-008,558,0,22,34.94,73.2
6069,2025-07-04,Line-A,Afternoon,M-102,OP-020,388,4,20,30.74,69.2
6070,2025-07-04,Line-A,Night,M-101,OP-018,458,15,51,30.52,69.8
6071,2025-07-04,Line-B,Morning,M-201,OP-012,483,28,47,36.67,65.5
6072,2025-07-04,Line-B,Afternoon,M-202,OP-005,419,19,21,27.02,65.3
6073,2025-07-04,Line-C,Morning,M-301,OP-002,528,14,23,27.87,69.2
6074,2025-07-04,Line-C,Afternoon,M-302,OP-019,486,4,0,32.06,68.8
6075,2025-07-04,Line-C,Night,M-301,OP-001,513,13,34,26.12,70.5
6076,2025-07-04,Line-D,Morning,M-402,OP-018,524,8,13,28.57,76.4
6077,2025-07-04,Line-D,Night,M-402,OP-016,486,11,8,27.6,62.8
6078,2025-07-05,Line-A,Morning,M-101,OP-016,545,14,7,25.5,68.7
6079,2025-07-05,Line-A,Afternoon,M-101,OP-007,450,7,0,31.09,68.9
6080,2025-07-05,Line-A,Night,M-102,OP-010,545,9,6,22.22,72.4
6081,2025-07-05,Line-B,Morning,M-202,OP-008,533,10,0,23.93,65.8
6082,2025-07-05,Line-B,Night,M-202,OP-013,537,11,0,32.02,64.6
6083,2025-07-05,Line-C,Morning,M-301,OP-011,448,12,23,35.47,67.9
6084,2025-07-05,Line-C,Afternoon,M-301,OP-006,532,6,8,28.37,68.1
6085,2025-07-05,Line-C,Night,M-301,OP-003,402,6,33,24.54,62.7
6086,2025-07-05,Line-D,Morning,M-402,OP-011,405,18,18,28.65,68.3
6087,2025-07-05,Line-D,Afternoon,M-402,OP-006,493,6,4,29.21,65.1
6088,2025-07-05,Line-D,Night,M-402,OP-018,456,10,0,43.05,71.0
6089,2025-07-06,Line-A,Morning,M-101,OP-006,403,0,1,33.42,70.0
6090,2025-07-06,Line-A,Afternoon,M-101,OP-008,473,6,0,27.99,64.0
6091,2025-07-06,Line-A,Night,M-102,OP-011,456,14,0,33.05,71.1
6092,2025-07-06,Line-B,Morning,M-201,OP-001,415,15,51,37.37,67.8
6093,2025-07-06,Line-B,Afternoon,M-201,OP-019,602,33,36,46.2,67.8
6094,2025-07-06,Line-C,Morning,M-302,OP-002,541,0,9,19.57,68.6
6095,2025-07-06,Line-C,Afternoon,M-301,OP-018,465,15,22,27.37,66.4
6096,2025-07-06,Line-C,Night,M-302,OP-017,502,6,11,36.58,64.7
6097,2025-07-06,Line-D,Morning,M-401,OP-005,453,7,59,33.04,72.5
6098,2025-07-06,Line-D,Afternoon,M-401,OP-003,526,14,19,31.83,62.2
6099,2025-07-06,Line-D,Night,M-402,OP-008,501,8,20,29.65,71.1
6100,2025-07-07,Line-A,Morning,M-101,OP-010,536,0,5,20.71,69.0
6101,2025-07-07,Line-A,Afternoon,M-102,OP-015,461,15,15,27.57,71.8
6102,2025-07-07,Line-A,Night,M-102,OP-011,460,6,17,38.06,71.4
6103,2025-07-07,Line-B,Morning,M-201,OP-003,514,37,24,38.23,68.6
6104,2025-07-07,Line-B,Afternoon,M-202,OP-010,570,5,38,22.8,67.5
6105,2025-07-07,Line-B,Night,M-201,OP-008,490,18,25,45.98,73.8
6106,2025-07-07,Line-C,Morning,M-301,OP-014,353,7,10,30.54,66.7
6107,2025-07-07,Line-C,Afternoon,M-301,OP-001,402,13,29,29.48,66.0
6108,2025-07-07,Line-C,Night,M-301,OP-015,443,0,17,33.9,68.6
6109,2025-07-07,Line-D,Morning,M-401,OP-003,474,9,0,27.5,67.3
6110,2025-07-07,Line-D,Afternoon,M-402,OP-001,521,17,8,24.78,68.1
6111,2025-07-07,Line-D,Night,M-401,OP-001,600,5,25,36.68,66.6
6112,2025-07-08,Line-A,Morning,M-101,OP-003,437,10,17,33.47,76.3
6113,2025-07-08,Line-A,Afternoon,M-101,OP-008,490,3,12,31.21,73.1
6114,2025-07-08,Line-A,Night,M-101,OP-006,468,7,0,32.74,81.4
6115,2025-07-08,Line-B,Morning,M-201,OP-004,466,23,26,35.59,69.7
6116,2025-07-08,Line-B,Afternoon,M-201,OP-003,481,10,59,44.08,68.3
6117,2025-07-08,Line-B,Night,M-201,OP-017,454,22,41,44.01,72.3
6118,2025-07-08,Line-C,Morning,M-302,OP-001,557,21,0,27.13,69.4
6119,2025-07-08,Line-C,Afternoon,M-303,OP-004,433,17,42,46.5,73.1
6120,2025-07-08,Line-C,Night,M-301,OP-017,468,11,15,30.09,64.7
6121,2025-07-08,Line-D,Morning,M-402,OP-011,423,10,0,21.12,67.9
6122,2025-07-08,Line-D,Afternoon,M-401,OP-019,567,0,7,33.38,60.7
6123,2025-07-08,Line-D,Night,M-402,OP-016,467,3,0,27.99,63.5
6124,2025-07-09,Line-A,Morning,M-101,OP-013,407,7,45,33.79,72.0
6125,2025-07-09,Line-A,Afternoon,M-101,OP-002,527,6,16,35.49,71.3
6126,2025-07-09,Line-A,Night,M-102,OP-008,491,11,48,34.2,66.7
6127,2025-07-09,Line-B,Morning,M-201,OP-003,475,16,70,50.02,68.3
6128,2025-07-09,Line-B,Afternoon,M-202,OP-020,610,15,5,34.53,69.6
6129,2025-07-09,Line-B,Night,M-202,OP-006,530,2,0,37.44,74.8
6130,2025-07-09,Line-C,Morning,M-302,OP-011,564,23,20,32.54,64.3
6131,2025-07-09,Line-C,Afternoon,M-302,OP-002,445,0,7,19.71,72.3
6132,2025-07-09,Line-C,Night,M-303,OP-005,503,12,32,51.84,67.5
6133,2025-07-09,Line-D,Morning,M-402,OP-006,420,0,0,32.68,66.3
6134,2025-07-09,Line-D,Night,M-401,OP-020,458,6,9,23.86,69.3
6135,2025-07-10,Line-A,Morning,M-101,OP-008,394,4,27,31.88,70.7
6136,2025-07-10,Line-A,Afternoon,M-101,OP-002,609,11,12,28.68,66.2
6137,2025-07-10,Line-A,Night,M-102,OP-009,419,8,17,32.05,68.3
6138,2025-07-10,Line-B,Morning,M-202,OP-007,535,10,5,25.37,61.8
6139,2025-07-10,Line-B,Afternoon,M-201,OP-003,567,22,21,39.91,66.9
6140,2025-07-10,Line-B,Night,M-202,OP-019,578,9,51,30.32,76.2
6141,2025-07-10,Line-C,Morning,M-301,OP-001,533,12,35,35.61,70.5
6142,2025-07-10,Line-C,Afternoon,M-303,OP-001,619,25,20,38.62,75.0
6143,2025-07-10,Line-C,Night,M-303,OP-007,567,23,0,40.97,63.9
6144,2025-07-10,Line-D,Morning,M-402,OP-005,450,3,0,39.42,65.3
6145,2025-07-10,Line-D,Afternoon,M-401,OP-005,564,9,0,32.55,66.4
6146,2025-07-10,Line-D,Night,M-402,OP-012,467,9,0,21.89,67.8
6147,2025-07-11,Line-A,Morning,M-101,OP-004,537,5,14,37.53,67.6
6148,2025-07-11,Line-A,Afternoon,M-101,OP-002,485,9,1,25.03,64.0
6149,2025-07-11,Line-A,Night,M-101,OP-017,502,13,24,28.11,72.4
6150,2025-07-11,Line-B,Morning,M-202,OP-002,498,9,0,25.91,61.9
6151,2025-07-11,Line-B,Afternoon,M-202,OP-007,517,10,0,31.52,62.3
6152,2025-07-11,Line-C,Morning,M-301,OP-012,417,5,20,37.0,65.7
6153,2025-07-11,Line-C,Afternoon,M-303,OP-008,559,25,38,41.68,67.2
6154,2025-07-11,Line-C,Night,M-302,OP-015,506,13,0,29.05,74.7
6155,2025-07-11,Line-D,Morning,M-402,OP-019,490,10,29,27.49,67.9
6156,2025-07-11,Line-D,Afternoon,M-401,OP-005,529,16,0,26.32,64.0
6157,2025-07-11,Line-D,Night,M-401,OP-006,472,4,21,30.86,71.6
6158,2025-07-12,Line-A,Morning,M-101,OP-014,537,13,6,30.52,66.2
6159,2025-07-12,Line-A,Afternoon,M-101,OP-016,398,11,10,22.49,70.1
6160,2025-07-12,Line-A,Night,M-101,OP-006,466,0,0,26.5,68.8
6161,2025-07-12,Line-B,Morning,M-201,OP-004,527,28,44,41.83,74.9
6162,2025-07-12,Line-B,Afternoon,M-201,OP-009,521,25,43,40.0,67.8
6163,2025-07-12,Line-B,Night,M-202,OP-003,355,5,38,30.74,68.4
6164,2025-07-12,Line-C,Morning,M-302,OP-006,539,12,0,30.12,63.5
6165,2025-07-12,Line-C,Afternoon,M-301,OP-007,491,5,25,27.45,64.7
6166,2025-07-12,Line-C,Night,M-302,OP-016,473,10,0,27.39,68.4
6167,2025-07-12,Line-D,Night,M-402,OP-014,560,0,21,28.08,66.0
6168,2025-07-13,Line-A,Morning,M-102,OP-015,439,6,21,27.32,74.6
6169,2025-07-13,Line-A,Afternoon,M-101,OP-013,517,10,9,35.95,73.3
6170,2025-07-13,Line-A,Night,M-102,OP-005,410,5,21,34.68,66.8
6171,2025-07-13,Line-B,Morning,M-202,OP-012,435,8,34,30.21,62.9
6172,2025-07-13,Line-B,Afternoon,M-202,OP-019,486,13,10,36.29,71.5
6173,2025-07-13,Line-B,Night,M-202,OP-010,476,9,0,36.05,66.7
6174,2025-07-13,Line-C,Morning,M-302,OP-014,456,6,18,24.36,64.1
6175,2025-07-13,Line-C,Afternoon,M-301,OP-010,476,6,17,27.05,74.4
6176,2025-07-13,Line-C,Night,M-301,OP-008,521,13,2,42.03,66.2
6177,2025-07-13,Line-D,Morning,M-402,OP-001,437,11,14,25.91,76.8
6178,2025-07-13,Line-D,Afternoon,M-402,OP-006,538,10,48,34.05,68.0
6179,2025-07-13,Line-D,Night,M-401,OP-006,616,15,21,28.07,68.2
6180,2025-07-14,Line-A,Morning,M-102,OP-004,455,15,0,36.83,64.5
6181,2025-07-14,Line-A,Afternoon,M-101,OP-009,476,7,4,33.45,68.0
6182,2025-07-14,Line-A,Night,M-102,OP-005,439,9,1,27.31,62.0
6183,2025-07-14,Line-B,Morning,M-202,OP-018,452,10,12,39.08,78.5
6184,2025-07-14,Line-B,Afternoon,M-202,OP-005,452,4,28,31.68,72.5
6185,2025-07-14,Line-B,Night,M-201,OP-018,503,22,32,44.16,67.2
6186,2025-07-14,Line-C,Morning,M-303,OP-020,553,18,53,32.63,68.6
6187,2025-07-14,Line-C,Afternoon,M-303,OP-014,460,14,4,36.51,68.2
6188,2025-07-14,Line-C,Night,M-301,OP-010,443,3,32,23.84,70.7
6189,2025-07-14,Line-D,Morning,M-401,OP-020,426,3,2,33.1,62.5
6190,2025-07-14,Line-D,Afternoon,M-402,OP-009,497,4,0,32.0,76.7
6191,2025-07-14,Line-D,Night,M-402,OP-008,425,11,7,27.63,72.3
6192,2025-07-15,Line-A,Morning,M-102,OP-015,429,3,18,37.97,71.0
6193,2025-07-15,Line-A,Afternoon,M-101,OP-012,395,5,26,37.91,68.9
6194,2025-07-15,Line-A,Night,M-102,OP-018,445,15,10,26.97,64.9
6195,2025-07-15,Line-B,Morning,M-201,OP-009,408,30,56,38.72,74.9
6196,2025-07-15,Line-B,Afternoon,M-201,OP-008,511,25,24,39.43,67.8
6197,2025-07-15,Line-C,Morning,M-302,OP-017,362,5,12,36.55,65.5
6198,2025-07-15,Line-C,Afternoon,M-301,OP-012,528,0,29,25.5,68.5
6199,2025-07-15,Line-C,Night,M-302,OP-012,504,10,10,23.79,64.4
